Hospital_ID,Timestamp,Shift,ER_Arrivals,Ambulance_Arrivals,General_Admissions,ICU_Admissions,ICU_Discharges,ICU_Transfers_In,ICU_Transfers_Out,ICU_Occupied_Beds,ICU_Available_Beds,ICU_Occupancy_Pct,HDU_Occupied_Beds,General_Occupied_Beds,Private_Occupied_Beds,Total_Occupied_Beds,Hospital_Occupancy_Pct,Ventilators_In_Use,Ventilators_Available,ICU_Staff_Available,Staff_Shortage_Flag,Elective_Surgeries,Event,ICU_Risk
HOSP_001,2024-01-02 12:00:00,Morning,4,1,4,1,0,0,1,12,28,30.0,17,154,42,225,75.0,5,20,20,0,5,Normal Operations,LOW
HOSP_001,2024-01-02 13:00:00,Morning,6,1,4,1,5,1,0,12,28,30.0,18,155,41,226,75.33,6,19,21,0,6,Normal Operations,LOW
HOSP_001,2024-01-02 14:00:00,Evening,4,1,7,1,1,1,1,12,28,30.0,17,152,42,223,74.33,3,22,21,0,2,Normal Operations,LOW
HOSP_001,2024-01-02 15:00:00,Evening,9,1,8,1,4,1,0,12,28,30.0,20,155,45,232,77.33,4,21,22,0,2,Normal Operations,LOW
HOSP_001,2024-01-02 16:00:00,Evening,10,2,7,0,2,2,0,13,27,32.5,18,159,43,233,77.67,5,20,24,0,2,Normal Operations,LOW
HOSP_001,2024-01-02 17:00:00,Evening,7,2,8,0,1,0,2,12,28,30.0,18,160,47,237,79.0,6,19,23,0,2,Normal Operations,LOW
HOSP_001,2024-01-02 18:00:00,Evening,4,1,2,0,1,2,0,14,26,35.0,18,160,47,239,79.67,5,20,22,0,2,Normal Operations,LOW
HOSP_001,2024-01-02 19:00:00,Evening,8,2,5,1,0,0,0,15,25,37.5,20,158,43,236,78.67,5,20,22,0,0,Normal Operations,LOW
HOSP_001,2024-01-02 20:00:00,Evening,9,2,6,1,0,0,0,16,24,40.0,21,165,46,248,82.67,8,17,20,0,3,Normal Operations,LOW
HOSP_001,2024-01-02 21:00:00,Evening,3,1,8,0,1,0,2,13,27,32.5,17,156,43,229,76.33,6,19,19,0,2,Normal Operations,LOW
HOSP_001,2024-01-02 22:00:00,Night,8,2,8,0,1,0,0,12,28,30.0,18,160,47,237,79.0,5,20,19,0,1,Normal Operations,LOW
HOSP_001,2024-01-02 23:00:00,Night,4,1,2,1,1,1,3,12,28,30.0,17,158,38,225,75.0,5,20,16,0,1,Normal Operations,LOW
HOSP_001,2024-01-03 00:00:00,Night,10,1,7,2,2,1,0,13,27,32.5,20,145,50,228,76.0,6,19,19,0,2,Normal Operations,LOW
HOSP_001,2024-01-03 01:00:00,Night,9,1,5,1,3,0,1,12,28,30.0,20,152,36,220,73.33,4,21,18,0,1,Normal Operations,LOW
HOSP_001,2024-01-03 02:00:00,Night,2,0,8,0,0,0,2,12,28,30.0,17,156,41,226,75.33,6,19,21,0,4,Normal Operations,LOW
HOSP_001,2024-01-03 03:00:00,Night,7,1,2,1,3,0,0,12,28,30.0,22,163,43,240,80.0,2,23,17,0,1,Normal Operations,LOW
HOSP_001,2024-01-03 04:00:00,Night,5,1,6,0,3,0,2,12,28,30.0,17,147,43,219,73.0,6,19,20,0,0,Normal Operations,LOW
HOSP_001,2024-01-03 05:00:00,Night,3,1,4,1,1,0,2,12,28,30.0,19,157,44,232,77.33,6,19,19,0,4,Normal Operations,LOW
HOSP_001,2024-01-03 06:00:00,Morning,7,1,5,0,2,1,0,12,28,30.0,19,155,44,230,76.67,8,17,18,0,2,Normal Operations,LOW
HOSP_001,2024-01-03 07:00:00,Morning,4,1,5,0,2,1,0,12,28,30.0,20,140,44,216,72.0,4,21,23,0,2,Normal Operations,LOW
HOSP_001,2024-01-03 08:00:00,Morning,5,1,6,1,0,2,2,13,27,32.5,20,149,44,226,75.33,6,19,21,0,1,Normal Operations,LOW
HOSP_001,2024-01-03 09:00:00,Morning,6,1,10,0,3,0,0,12,28,30.0,21,150,40,223,74.33,4,21,21,0,2,Normal Operations,LOW
HOSP_001,2024-01-03 10:00:00,Morning,9,1,7,0,3,0,0,12,28,30.0,18,156,42,228,76.0,3,22,22,0,1,Normal Operations,LOW
HOSP_001,2024-01-03 11:00:00,Morning,6,1,4,1,1,1,0,13,27,32.5,21,153,43,230,76.67,6,19,20,0,1,Normal Operations,LOW
HOSP_001,2024-01-03 12:00:00,Morning,6,1,8,1,1,0,0,13,27,32.5,21,155,41,230,76.67,8,17,24,0,3,Normal Operations,LOW
HOSP_001,2024-01-03 13:00:00,Morning,7,1,6,1,2,3,0,15,25,37.5,22,147,44,228,76.0,6,19,21,0,3,Normal Operations,LOW
HOSP_001,2024-01-03 14:00:00,Evening,4,1,4,0,2,1,0,15,25,37.5,18,147,44,224,74.67,8,17,24,0,5,Normal Operations,LOW
HOSP_001,2024-01-03 15:00:00,Evening,8,1,6,1,1,0,0,16,24,40.0,20,155,41,232,77.33,8,17,22,0,0,Normal Operations,LOW
HOSP_001,2024-01-03 16:00:00,Evening,3,1,9,1,1,1,2,15,25,37.5,20,143,35,213,71.0,7,18,22,0,4,Normal Operations,LOW
HOSP_001,2024-01-03 17:00:00,Evening,3,1,7,1,2,0,2,13,27,32.5,17,149,42,221,73.67,5,20,21,0,0,Normal Operations,LOW
HOSP_001,2024-01-03 18:00:00,Evening,5,1,8,0,1,0,0,13,27,32.5,19,147,37,216,72.0,5,20,21,0,1,Normal Operations,LOW
HOSP_001,2024-01-03 19:00:00,Evening,2,0,3,1,3,2,0,13,27,32.5,20,147,33,213,71.0,6,19,23,0,1,Normal Operations,LOW
HOSP_001,2024-01-03 20:00:00,Evening,3,1,4,1,3,0,1,12,28,30.0,20,146,34,212,70.67,5,20,19,0,3,Normal Operations,LOW
HOSP_001,2024-01-03 21:00:00,Evening,3,1,5,0,0,0,0,12,28,30.0,15,144,38,209,69.67,4,21,18,0,2,Normal Operations,LOW
HOSP_001,2024-01-03 22:00:00,Night,3,1,4,0,0,1,0,14,26,35.0,24,146,41,225,75.0,6,19,19,0,1,Normal Operations,LOW
HOSP_001,2024-01-03 23:00:00,Night,2,0,2,0,0,1,0,15,25,37.5,19,144,37,215,71.67,3,22,19,0,1,Normal Operations,LOW
HOSP_001,2024-01-04 00:00:00,Night,3,1,3,1,2,1,3,13,27,32.5,20,145,38,216,72.0,5,20,18,0,1,Normal Operations,LOW
HOSP_001,2024-01-04 01:00:00,Night,1,0,4,0,3,2,0,12,28,30.0,18,141,34,205,68.33,4,21,19,0,0,Normal Operations,LOW
HOSP_001,2024-01-04 02:00:00,Night,2,0,4,0,2,1,1,12,28,30.0,22,137,45,216,72.0,4,21,19,0,2,Normal Operations,LOW
HOSP_001,2024-01-04 03:00:00,Night,8,1,4,0,1,0,1,12,28,30.0,19,149,39,219,73.0,8,17,18,0,2,Normal Operations,LOW
HOSP_001,2024-01-04 04:00:00,Night,3,1,4,0,1,0,0,12,28,30.0,23,140,40,215,71.67,4,21,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-04 05:00:00,Night,3,1,1,0,3,1,0,12,28,30.0,18,145,47,222,74.0,6,19,20,0,1,Normal Operations,LOW
HOSP_001,2024-01-04 06:00:00,Morning,5,1,5,0,2,0,0,12,28,30.0,17,146,41,216,72.0,8,17,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-04 07:00:00,Morning,7,1,1,1,2,1,1,12,28,30.0,17,159,42,230,76.67,4,21,22,0,3,Normal Operations,LOW
HOSP_001,2024-01-04 08:00:00,Morning,6,1,5,2,4,2,1,12,28,30.0,18,157,44,231,77.0,6,19,21,0,3,Normal Operations,LOW
HOSP_001,2024-01-04 09:00:00,Morning,8,1,7,1,1,1,0,13,27,32.5,15,146,44,218,72.67,5,20,21,0,4,Normal Operations,LOW
HOSP_001,2024-01-04 10:00:00,Morning,4,1,5,1,4,1,0,12,28,30.0,20,159,37,228,76.0,5,20,21,0,1,Normal Operations,LOW
HOSP_001,2024-01-04 11:00:00,Morning,9,1,5,0,5,0,0,12,28,30.0,22,159,44,237,79.0,5,20,23,0,2,Normal Operations,LOW
HOSP_001,2024-01-04 12:00:00,Morning,7,1,11,1,2,1,0,12,28,30.0,23,153,47,235,78.33,6,19,22,0,3,Normal Operations,LOW
HOSP_001,2024-01-04 13:00:00,Morning,9,1,7,0,1,1,0,13,27,32.5,22,156,42,233,77.67,6,19,22,0,1,Normal Operations,LOW
HOSP_001,2024-01-04 14:00:00,Evening,7,1,12,0,1,2,1,13,27,32.5,19,161,46,239,79.67,6,19,21,0,1,Normal Operations,LOW
HOSP_001,2024-01-04 15:00:00,Evening,11,2,8,1,3,0,1,12,28,30.0,20,151,43,226,75.33,5,20,23,0,1,Normal Operations,LOW
HOSP_001,2024-01-04 16:00:00,Evening,9,2,5,1,2,0,0,12,28,30.0,15,164,45,236,78.67,7,18,20,0,0,Normal Operations,LOW
HOSP_001,2024-01-04 17:00:00,Evening,10,2,7,1,2,0,2,12,28,30.0,19,151,48,230,76.67,3,22,20,0,2,Normal Operations,LOW
HOSP_001,2024-01-04 18:00:00,Evening,9,2,7,5,2,1,1,15,25,37.5,13,159,45,232,77.33,6,19,21,0,2,Normal Operations,LOW
HOSP_001,2024-01-04 19:00:00,Evening,6,1,11,5,1,0,2,17,23,42.5,18,163,46,244,81.33,9,16,20,0,1,Normal Operations,LOW
HOSP_001,2024-01-04 20:00:00,Evening,6,1,4,2,2,1,0,17,23,42.5,22,158,45,242,80.67,6,19,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-04 21:00:00,Evening,8,2,3,1,1,1,0,18,22,45.0,18,159,42,237,79.0,6,19,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-04 22:00:00,Night,3,1,11,3,1,0,0,20,20,50.0,22,163,45,250,83.33,11,14,19,0,3,Normal Operations,LOW
HOSP_001,2024-01-04 23:00:00,Night,4,1,2,1,2,0,0,18,22,45.0,18,165,41,242,80.67,7,18,18,0,1,Normal Operations,LOW
HOSP_001,2024-01-05 00:00:00,Night,7,1,6,1,3,0,2,14,26,35.0,18,162,42,236,78.67,6,19,20,0,1,Normal Operations,LOW
HOSP_001,2024-01-05 01:00:00,Night,13,3,2,0,1,1,0,14,26,35.0,18,151,41,224,74.67,6,19,19,0,2,Normal Operations,LOW
HOSP_001,2024-01-05 02:00:00,Night,4,0,3,0,2,0,1,12,28,30.0,20,160,39,231,77.0,4,21,18,0,3,Normal Operations,LOW
HOSP_001,2024-01-05 03:00:00,Night,6,1,5,3,4,2,0,12,28,30.0,19,155,41,227,75.67,6,19,20,0,1,Normal Operations,LOW
HOSP_001,2024-01-05 04:00:00,Night,4,1,10,2,1,1,0,14,26,35.0,20,145,42,221,73.67,7,18,19,0,2,Normal Operations,LOW
HOSP_001,2024-01-05 05:00:00,Night,8,1,5,1,1,2,1,16,24,40.0,22,157,45,240,80.0,10,15,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-05 06:00:00,Morning,6,1,3,1,0,0,2,15,25,37.5,23,157,49,244,81.33,5,20,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-05 07:00:00,Morning,2,0,5,0,2,0,0,12,28,30.0,21,145,43,221,73.67,5,20,22,0,1,Normal Operations,LOW
HOSP_001,2024-01-05 08:00:00,Morning,6,1,5,1,3,0,0,12,28,30.0,20,147,48,227,75.67,4,21,20,0,5,Normal Operations,LOW
HOSP_001,2024-01-05 09:00:00,Morning,9,2,5,1,1,0,0,12,28,30.0,20,152,43,227,75.67,6,19,21,0,2,Normal Operations,LOW
HOSP_001,2024-01-05 10:00:00,Morning,4,1,3,0,1,1,1,12,28,30.0,19,146,45,222,74.0,6,19,22,0,2,Normal Operations,LOW
HOSP_001,2024-01-05 11:00:00,Morning,2,0,7,2,1,1,0,14,26,35.0,23,153,40,230,76.67,6,19,20,0,2,Normal Operations,LOW
HOSP_001,2024-01-05 12:00:00,Morning,6,1,3,0,3,1,0,12,28,30.0,23,152,49,236,78.67,5,20,23,0,2,Normal Operations,LOW
HOSP_001,2024-01-05 13:00:00,Morning,7,1,7,0,0,0,0,12,28,30.0,20,151,43,226,75.33,5,20,23,0,2,Normal Operations,LOW
HOSP_001,2024-01-05 14:00:00,Evening,8,1,5,0,2,1,1,12,28,30.0,21,161,41,235,78.33,4,21,21,0,2,Normal Operations,LOW
HOSP_001,2024-01-05 15:00:00,Evening,3,0,6,1,5,2,0,12,28,30.0,19,157,43,231,77.0,5,20,22,0,3,Normal Operations,LOW
HOSP_001,2024-01-05 16:00:00,Evening,7,1,11,0,3,1,0,12,28,30.0,20,154,38,224,74.67,4,21,23,0,4,Normal Operations,LOW
HOSP_001,2024-01-05 17:00:00,Evening,4,1,9,1,1,0,0,12,28,30.0,23,155,43,233,77.67,4,21,23,0,2,Normal Operations,LOW
HOSP_001,2024-01-05 18:00:00,Evening,6,1,9,0,1,0,0,12,28,30.0,20,164,44,240,80.0,6,19,21,0,7,Normal Operations,LOW
HOSP_001,2024-01-05 19:00:00,Evening,6,2,11,2,2,1,0,13,27,32.5,21,152,45,231,77.0,7,18,21,0,4,Normal Operations,LOW
HOSP_001,2024-01-05 20:00:00,Evening,7,1,6,3,1,0,1,14,26,35.0,20,145,46,225,75.0,7,18,19,0,2,Normal Operations,LOW
HOSP_001,2024-01-05 21:00:00,Evening,7,1,10,1,3,2,0,15,25,37.5,22,160,43,240,80.0,7,18,21,0,5,Normal Operations,LOW
HOSP_001,2024-01-05 22:00:00,Night,8,1,3,1,3,0,0,14,26,35.0,20,155,47,236,78.67,7,18,20,0,3,Normal Operations,LOW
HOSP_001,2024-01-05 23:00:00,Night,4,1,8,1,2,2,0,16,24,40.0,23,156,44,239,79.67,5,20,19,0,2,Normal Operations,LOW
HOSP_001,2024-01-06 00:00:00,Night,3,0,5,1,0,0,1,17,23,42.5,20,147,48,232,77.33,7,18,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 01:00:00,Night,3,1,5,1,2,1,1,15,25,37.5,19,141,38,213,71.0,4,21,20,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 02:00:00,Night,6,1,5,0,1,0,2,12,28,30.0,21,148,45,226,75.33,6,19,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 03:00:00,Night,6,1,2,0,4,0,0,12,28,30.0,18,144,41,215,71.67,6,19,20,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 04:00:00,Night,2,0,2,0,4,0,2,12,28,30.0,20,142,36,210,70.0,5,20,20,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 05:00:00,Night,2,0,2,0,1,1,0,12,28,30.0,22,149,38,221,73.67,4,21,20,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 06:00:00,Morning,2,0,3,0,1,1,1,12,28,30.0,18,142,37,209,69.67,4,21,19,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 07:00:00,Morning,7,1,7,0,3,1,0,12,28,30.0,18,149,39,218,72.67,6,19,23,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 08:00:00,Morning,4,0,6,1,4,0,2,12,28,30.0,21,153,44,230,76.67,4,21,21,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 09:00:00,Morning,3,0,3,0,1,0,0,12,28,30.0,21,148,40,221,73.67,5,20,20,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 10:00:00,Morning,4,0,8,0,0,0,0,12,28,30.0,20,146,41,219,73.0,7,18,22,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 11:00:00,Morning,5,1,11,1,0,0,0,12,28,30.0,20,141,37,210,70.0,4,21,23,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 12:00:00,Morning,10,2,8,2,5,1,0,12,28,30.0,17,147,37,213,71.0,4,21,23,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 13:00:00,Morning,5,1,12,0,2,0,1,12,28,30.0,18,143,43,216,72.0,4,21,23,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 14:00:00,Evening,3,1,9,2,4,0,0,12,28,30.0,18,149,37,216,72.0,7,18,23,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 15:00:00,Evening,8,1,4,0,1,0,0,12,28,30.0,19,146,42,219,73.0,3,22,23,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 16:00:00,Evening,2,0,2,0,1,0,2,12,28,30.0,21,152,41,226,75.33,6,19,23,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 17:00:00,Evening,6,1,7,2,1,1,0,13,27,32.5,22,142,43,220,73.33,8,17,23,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 18:00:00,Evening,5,1,4,1,2,0,0,12,28,30.0,19,147,42,220,73.33,6,19,22,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 19:00:00,Evening,6,1,8,1,2,0,0,12,28,30.0,16,150,38,216,72.0,6,19,23,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 20:00:00,Evening,6,1,3,0,5,0,0,12,28,30.0,20,151,38,221,73.67,5,20,19,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 21:00:00,Evening,5,1,6,0,4,0,1,12,28,30.0,18,140,44,214,71.33,6,19,19,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 22:00:00,Night,3,0,1,0,2,0,0,12,28,30.0,17,148,43,220,73.33,7,18,19,0,0,Normal Operations,LOW
HOSP_001,2024-01-06 23:00:00,Night,4,1,2,0,0,0,0,12,28,30.0,20,144,34,210,70.0,5,20,19,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 00:00:00,Night,3,0,6,1,3,1,1,12,28,30.0,17,145,42,216,72.0,6,19,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 01:00:00,Night,1,0,1,0,0,1,0,12,28,30.0,16,151,42,221,73.67,4,21,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 02:00:00,Night,2,1,2,1,3,0,1,12,28,30.0,18,148,43,221,73.67,6,19,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 03:00:00,Night,5,1,9,2,2,1,1,12,28,30.0,24,150,40,226,75.33,4,21,19,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 04:00:00,Night,5,1,2,0,1,0,0,12,28,30.0,18,144,41,215,71.67,7,18,19,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 05:00:00,Night,5,1,4,0,1,1,2,12,28,30.0,20,154,47,233,77.67,8,17,17,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 06:00:00,Morning,3,1,5,0,3,1,1,12,28,30.0,20,148,43,223,74.33,7,18,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 07:00:00,Morning,2,0,3,0,0,2,0,14,26,35.0,19,150,39,222,74.0,7,18,20,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 08:00:00,Morning,5,1,0,0,2,1,0,12,28,30.0,20,143,42,217,72.33,5,20,21,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 09:00:00,Morning,4,1,4,1,2,1,1,12,28,30.0,18,160,42,232,77.33,6,19,21,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 10:00:00,Morning,8,1,3,0,1,1,1,12,28,30.0,19,144,44,219,73.0,6,19,20,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 11:00:00,Morning,5,1,5,0,1,1,0,12,28,30.0,20,147,38,217,72.33,4,21,21,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 12:00:00,Morning,4,1,6,1,1,0,1,12,28,30.0,17,157,39,225,75.0,6,19,24,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 13:00:00,Morning,8,1,5,3,1,0,0,14,26,35.0,19,150,42,225,75.0,5,20,22,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 14:00:00,Evening,5,1,7,0,2,0,0,12,28,30.0,21,155,41,229,76.33,4,21,22,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 15:00:00,Evening,4,1,3,1,1,1,1,12,28,30.0,22,140,43,217,72.33,5,20,21,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 16:00:00,Evening,7,1,6,0,2,0,1,12,28,30.0,21,156,43,232,77.33,8,17,21,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 17:00:00,Evening,9,2,1,1,4,2,0,12,28,30.0,22,149,40,223,74.33,5,20,21,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 18:00:00,Evening,4,1,8,0,2,0,0,12,28,30.0,18,138,41,209,69.67,6,19,23,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 19:00:00,Evening,3,1,5,2,1,0,1,13,27,32.5,18,149,42,222,74.0,5,20,21,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 20:00:00,Evening,5,1,4,1,4,0,1,12,28,30.0,20,139,42,213,71.0,4,21,19,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 21:00:00,Evening,3,0,4,0,2,0,0,12,28,30.0,19,147,38,216,72.0,6,19,19,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 22:00:00,Night,8,1,4,1,2,0,0,12,28,30.0,21,152,38,223,74.33,7,18,19,0,0,Normal Operations,LOW
HOSP_001,2024-01-07 23:00:00,Night,5,1,3,0,1,1,2,12,28,30.0,18,149,45,224,74.67,6,19,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-08 00:00:00,Night,1,0,1,0,1,1,0,12,28,30.0,17,150,38,217,72.33,7,18,19,0,2,Normal Operations,LOW
HOSP_001,2024-01-08 01:00:00,Night,2,0,4,0,1,1,2,12,28,30.0,17,148,38,215,71.67,5,20,18,0,0,Normal Operations,LOW
HOSP_001,2024-01-08 02:00:00,Night,3,1,7,1,1,0,0,12,28,30.0,18,153,46,229,76.33,6,19,20,0,3,Normal Operations,LOW
